date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:48:37	55522/55522	---M--	200	added ('OK')	image/jpeg	etag:%225f6ffdba-d8e2%22	https://bslthemes.site/html/ryan/images/works/work4.jpg	C:/Users/Golden/Documents/Template/Great6/bslthemes.site/html/ryan/images/works/work4.jpg	(from https://bslthemes.site/html/ryan/index-new-demo-1.html)
01:48:37	71593/71593	---M--	200	added ('OK')	image/jpeg	etag:%225f6ffdba-117a9%22	https://bslthemes.site/html/ryan/images/works/work5.jpg	C:/Users/Golden/Documents/Template/Great6/bslthemes.site/html/ryan/images/works/work5.jpg	(from https://bslthemes.site/html/ryan/index-new-demo-1.html)
01:48:38	48621/48621	---M--	200	added ('OK')	image/jpeg	etag:%225f6ffdbb-bded%22	https://bslthemes.site/html/ryan/images/works/work6.jpg	C:/Users/Golden/Documents/Template/Great6/bslthemes.site/html/ryan/images/works/work6.jpg	(from https://bslthemes.site/html/ryan/index-new-demo-1.html)
01:48:38	50683/50683	---M--	200	added ('OK')	image/jpeg	etag:%225f6ffdbd-c5fb%22	https://bslthemes.site/html/ryan/images/works/work8.jpg	C:/Users/Golden/Documents/Template/Great6/bslthemes.site/html/ryan/images/works/work8.jpg	(from https://bslthemes.site/html/ryan/index-new-demo-1.html)
01:48:39	71427/71427	---M--	200	added ('OK')	image/jpeg	etag:%225f6ffdbb-11703%22	https://bslthemes.site/html/ryan/images/works/work7.jpg	C:/Users/Golden/Documents/Template/Great6/bslthemes.site/html/ryan/images/works/work7.jpg	(from https://bslthemes.site/html/ryan/index-new-demo-1.html)
01:48:40	19782/19782	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Jul%202021%2012:57:37%20GMT	https://bslthemes.site/html/ryan/blog-post-new.html	C:/Users/Golden/Documents/Template/Great6/bslthemes.site/html/ryan/blog-post-new.html	(from https://bslthemes.site/html/ryan/index-new-demo-1.html)
01:48:41	112566/112566	---M--	200	added ('OK')	image/jpeg	etag:%225f6ffdb7-1b7b6%22	https://bslthemes.site/html/ryan/images/blog/blog1.jpg	C:/Users/Golden/Documents/Template/Great6/bslthemes.site/html/ryan/images/blog/blog1.jpg	(from https://bslthemes.site/html/ryan/index-new-demo-1.html)
01:48:41	96761/96761	---M--	200	added ('OK')	image/jpeg	etag:%225f6ffdb8-179f9%22	https://bslthemes.site/html/ryan/images/blog/blog2.jpg	C:/Users/Golden/Documents/Template/Great6/bslthemes.site/html/ryan/images/blog/blog2.jpg	(from https://bslthemes.site/html/ryan/index-new-demo-1.html)
01:48:42	84857/84857	---M--	200	added ('OK')	image/jpeg	etag:%225f6ffdb8-14b79%22	https://bslthemes.site/html/ryan/images/blog/blog3.jpg	C:/Users/Golden/Documents/Template/Great6/bslthemes.site/html/ryan/images/blog/blog3.jpg	(from https://bslthemes.site/html/ryan/index-new-demo-1.html)
01:48:42	86659/86659	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f6ffd9f-15283%22	https://bslthemes.site/html/ryan/js/jquery.min.js	C:/Users/Golden/Documents/Template/Great6/bslthemes.site/html/ryan/js/jquery.min.js	(from https://bslthemes.site/html/ryan/index-new-demo-1.html)
01:48:42	48696/48696	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f6ffd9e-be38%22	https://bslthemes.site/html/ryan/js/jquery.validate.js	C:/Users/Golden/Documents/Template/Great6/bslthemes.site/html/ryan/js/jquery.validate.js	(from https://bslthemes.site/html/ryan/index-new-demo-1.html)
01:48:43	41730/41730	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f6ffd9d-a302%22	https://bslthemes.site/html/ryan/js/jquery.magnific-popup.js	C:/Users/Golden/Documents/Template/Great6/bslthemes.site/html/ryan/js/jquery.magnific-popup.js	(from https://bslthemes.site/html/ryan/index-new-demo-1.html)
01:48:44	12283/12283	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f6ffda0-2ffb%22	https://bslthemes.site/html/ryan/js/imagesloaded.pkgd.js	C:/Users/Golden/Documents/Template/Great6/bslthemes.site/html/ryan/js/imagesloaded.pkgd.js	(from https://bslthemes.site/html/ryan/index-new-demo-1.html)
01:48:45	91398/91398	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f6ffd9e-16506%22	https://bslthemes.site/html/ryan/js/isotope.pkgd.js	C:/Users/Golden/Documents/Template/Great6/bslthemes.site/html/ryan/js/isotope.pkgd.js	(from https://bslthemes.site/html/ryan/index-new-demo-1.html)
01:48:45	13832/13832	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f6ffd9d-3608%22	https://bslthemes.site/html/ryan/js/jquery.slimscroll.js	C:/Users/Golden/Documents/Template/Great6/bslthemes.site/html/ryan/js/jquery.slimscroll.js	(from https://bslthemes.site/html/ryan/index-new-demo-1.html)
01:48:46	89992/89992	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f6ffd9e-15f88%22	https://bslthemes.site/html/ryan/js/owl.carousel.js	C:/Users/Golden/Documents/Template/Great6/bslthemes.site/html/ryan/js/owl.carousel.js	(from https://bslthemes.site/html/ryan/index-new-demo-1.html)
01:48:47	15615/15615	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f6ffd9d-3cff%22	https://bslthemes.site/html/ryan/js/typed.js	C:/Users/Golden/Documents/Template/Great6/bslthemes.site/html/ryan/js/typed.js	(from https://bslthemes.site/html/ryan/index-new-demo-1.html)
01:48:48	9496/9496	---MCZ	200	added ('OK')	text/javascript	etag:W/%22528a28ec667db0c489ede23bb44a3c73%22	https://use.fontawesome.com/8da76d029b.js	C:/Users/Golden/Documents/Template/Great6/use.fontawesome.com/8da76d029b.js	(from https://bslthemes.site/html/ryan/index-new-demo-1.html)
01:48:48	18145/18145	---MCZ	200	added ('OK')	application/javascript	etag:W/%226103bd24-46e1%22	https://bslthemes.site/html/ryan/js/scripts.js	C:/Users/Golden/Documents/Template/Great6/bslthemes.site/html/ryan/js/scripts.js	(from https://bslthemes.site/html/ryan/index-new-demo-1.html)
01:48:49	1343/1343	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225f6ffdaf-53f%22	https://bslthemes.site/html/ryan/images/quote.svg	C:/Users/Golden/Documents/Template/Great6/bslthemes.site/html/ryan/images/quote.svg	(from https://bslthemes.site/html/ryan/css/layout.css)
01:48:49	4232/4232	---M--	200	added ('OK')	image/png	etag:%225f6ffda5-1088%22	https://bslthemes.site/html/ryan/images/android-search.png	C:/Users/Golden/Documents/Template/Great6/bslthemes.site/html/ryan/images/android-search.png	(from https://bslthemes.site/html/ryan/css/layout.css)
01:48:50	120724/120724	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2027%20Sep%202020%2002:48:54%20GMT	https://bslthemes.site/html/ryan/fonts/ionicons.eot?v=2.0.1	C:/Users/Golden/Documents/Template/Great6/bslthemes.site/html/ryan/fonts/ionicons790f.eot	(from https://bslthemes.site/html/ryan/css/ionicons.css)
01:48:51	188508/188508	---M--	200	added ('OK')	application/octet-stream	etag:%225f6ffd98-2e05c%22	https://bslthemes.site/html/ryan/fonts/ionicons.ttf?v=2.0.1	C:/Users/Golden/Documents/Template/Great6/bslthemes.site/html/ryan/fonts/ionicons790f.ttf	(from https://bslthemes.site/html/ryan/css/ionicons.css)
01:48:51	67904/67904	---M--	200	added ('OK')	font/woff	etag:%225f6ffd96-10940%22	https://bslthemes.site/html/ryan/fonts/ionicons.woff?v=2.0.1	C:/Users/Golden/Documents/Template/Great6/bslthemes.site/html/ryan/fonts/ionicons790f.woff	(from https://bslthemes.site/html/ryan/css/ionicons.css)
01:48:51	333834/333834	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225f6ffd98-5180a%22	https://bslthemes.site/html/ryan/fonts/ionicons.svg?v=2.0.1	C:/Users/Golden/Documents/Template/Great6/bslthemes.site/html/ryan/fonts/ionicons790f.svg	(from https://bslthemes.site/html/ryan/css/ionicons.css)
01:48:52	11555/11555	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Aug%202021%2023:49:05%20GMT	https://bslthemes.site/html/ryan/css/owl.video.play.png	C:/Users/Golden/Documents/Template/Great6/bslthemes.site/html/ryan/css/owl.video.play.png	(from https://bslthemes.site/html/ryan/css/owl.carousel.css)
01:48:52	194/194	---M--	200	added ('OK')	image/png	etag:%225f6ffda3-c2%22	https://bslthemes.site/html/ryan/images/pag.png	C:/Users/Golden/Documents/Template/Great6/bslthemes.site/html/ryan/images/pag.png	(from https://bslthemes.site/html/ryan/css/new-skin/new-skin.css)
